X,Y,year,owner_id,datetaken_dss,gap_lc_code,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_o,height_o,width_o,url_z,height_z,width_z,site,datetaken_doy,date,month,URL,Hyperlink,is_useful_pheno,has_flower,note
-2118874.684,2863273.687,2016,99745890@N07 28533891245,205,172,28533891245,99745890@N07,23ac54b6b9,8465,9,DSC_0643-001,1,0,0,1469432392,7/23/16 23:53,0,0,NA,45.95986,-123.6879,16,0,AadMDLJQUL_wGgEW_A,12589695,0,0,0,1,https://farm9.staticflickr.com/8465/28533891245_07b13e75e9_o.jpg,3716,5301,https://farm9.staticflickr.com/8465/28533891245_23ac54b6b9_z.jpg,449,640,SaddleMountain,205,7/23/16,7,http://flickr.com/photos/99745890@N07/28533891245,http://flickr.com/photos/99745890@N07/28533891245,N,N,
-2031048.862,2612639.578,2012,23190111@N03 7895249310,218,178,7895249310,23190111@N03,5e8ec1689f,8455,9,hand prints,1,0,0,1346348642,8/5/12 17:00,0,0,iphone,44.01467,-121.7338,16,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,NA,NA,NA,https://farm9.staticflickr.com/8455/7895249310_5e8ec1689f_z.jpg,428,640,TheSisters,218,8/5/12,8,http://flickr.com/photos/23190111@N03/7895249310,http://flickr.com/photos/23190111@N03/7895249310,N,N,
-2028491.389,2640364.006,2011,14513167@N07 6265157507,225,581,6265157507,14513167@N07,0408b084b0,6097,7,White-bark Pine on Mckinzie Pass,1,0,0,1319170406,8/13/11 15:23,0,0,oregon or cascades pacificcresttrail,44.26041,-121.796,15,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,https://farm7.staticflickr.com/6097/6265157507_60a7d11717_o.jpg,2048,3648,https://farm7.staticflickr.com/6097/6265157507_0408b084b0_z.jpg,359,640,TheSisters,225,8/13/11,8,http://flickr.com/photos/14513167@N07/6265157507,http://flickr.com/photos/14513167@N07/6265157507,N,N,
-2029062.514,2640509.097,2011,76454536@N04 6860537779,239,581,6860537779,76454536@N04,3054f6cd58,7060,8,Sunset in the lava fields,1,0,0,1329022430,8/27/11 19:57,0,0,sunset tree lavafields,44.26029,-121.8034,16,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,https://farm8.staticflickr.com/7060/6860537779_85e2014967_o.jpg,4608,3072,https://farm8.staticflickr.com/7060/6860537779_3054f6cd58_z.jpg,640,427,TheSisters,239,8/27/11,8,http://flickr.com/photos/76454536@N04/6860537779,http://flickr.com/photos/76454536@N04/6860537779,N,N,
-2016383.439,2688824.388,2014,75462784@N00 15412977607,294,579,15412977607,75462784@N00,949caf6d73,3945,4,Autumn 200,1,0,0,1413969297,10/21/14 2:55,0,0,autumn fall oregon centraloregon unitedstates fallcolors detroit autumncolors fallfoliage redmond hdr cityoftrees hdrphotography redmondoregon canoneos7d fallphotography canon7d photographytours photographyguides billdahl autumnphotography billdahlphotography photographybybilldahl bendoregonphotographers photographerbilldahl photosbybilldahl photobybilldahl billdahlphotographer redmondoregonphotographers centraloregonphotographers,44.70861,-121.8128,16,0,NA,NA,0,0,0,1,NA,NA,NA,https://farm4.staticflickr.com/3945/15412977607_949caf6d73_z.jpg,640,428,TheSisters,294,10/21/14,10,http://flickr.com/photos/75462784@N00/15412977607,http://flickr.com/photos/75462784@N00/15412977607,N,N,
-2030858.799,2657369.099,2011,28839196@N00 6470355233,324,174,6470355233,28839196@N00,de35e15bd0,7173,8,Hoodoo Pre-season 11-20-11,1,0,0,1323242587,11/20/11 14:00,0,0,skiing afsdxvrzoomnikkor1685mmf3556ged pnw2011,44.40169,-121.8821,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm8.staticflickr.com/7173/6470355233_27dfdd9de2_o.jpg,3264,4928,https://farm8.staticflickr.com/7173/6470355233_de35e15bd0_z.jpg,424,640,TheSisters,324,11/20/11,11,http://flickr.com/photos/28839196@N00/6470355233,http://flickr.com/photos/28839196@N00/6470355233,Y,N,
-2037073.807,2637633.28,2015,68266414@N00 18864450853,178,579,18864450853,68266414@N00,b2b8cd93a2,490,1,2015-06-27 12.50.52,1,0,0,1436241993,6/27/15 12:50,0,0,NA,44.21613,-121.8906,16,0,OJubhN1TUb9TPkwU,2352910,0,0,0,1,https://farm1.staticflickr.com/490/18864450853_1c89f23b60_o.jpg,3264,2448,https://farm1.staticflickr.com/490/18864450853_b2b8cd93a2_z.jpg,640,480,TheSisters,178,6/27/15,6,http://flickr.com/photos/68266414@N00/18864450853,http://flickr.com/photos/68266414@N00/18864450853,N,N,
-2032311.611,2632374.688,2011,96524529@N00 6210183158,274,177,6210183158,96524529@N00,073fd48c37,6190,7,The Scramble,1,0,0,1317703012,10/1/11 14:08,0,0,trees mist mountain rocks slope,44.18217,-121.8153,16,0,3J2daLxQUL81X94NGA,12589711,0,0,0,1,https://farm7.staticflickr.com/6190/6210183158_ab482be306_o.jpg,1024,768,https://farm7.staticflickr.com/6190/6210183158_073fd48c37_z.jpg,640,480,TheSisters,274,10/1/11,10,http://flickr.com/photos/96524529@N00/6210183158,http://flickr.com/photos/96524529@N00/6210183158,Y,N,
-2027422.763,2609448.053,2013,23190111@N03 8501407476,54,177,8501407476,23190111@N03,4532459a9e,8380,9,@anaboards @skullcandy @twsnow #twtransam,1,0,0,1361646009,2/23/13 11:00,0,1,square squareformat iphoneography instagramapp xproii uploaded:by=instagram foursquare:venue=4af1f4a9f964a520bde421e3,43.99578,-121.6794,16,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,NA,NA,NA,https://farm9.staticflickr.com/8380/8501407476_4532459a9e_z.jpg,612,612,TheSisters,54,2/23/13,2,http://flickr.com/photos/23190111@N03/8501407476,http://flickr.com/photos/23190111@N03/8501407476,N,N,
-2026457.545,2662711.24,2012,9319235@N02 8543649704,287,178,8543649704,9319235@N02,dbbb818d72,8231,9,The Pole Creek Fire in the Three Sisters Wilderness below Broken Top,1,0,0,1362874493,10/13/12 9:43,0,0,NA,44.45849,-121.8468,14,0,qn_.v5pQUL_Jk8jFNw,12589707,0,0,0,1,https://farm9.staticflickr.com/8231/8543649704_ebc66ebe09_o.jpg,2112,2816,https://farm9.staticflickr.com/8231/8543649704_dbbb818d72_z.jpg,480,640,TheSisters,287,10/13/12,10,http://flickr.com/photos/9319235@N02/8543649704,http://flickr.com/photos/9319235@N02/8543649704,N,N,
-2016383.439,2688824.388,2016,75462784@N00 29220282433,264,579,29220282433,75462784@N00,ef322ca180,7502,8,9-20-16 Bend Oregon Sunset 20,1,0,0,1474516137,9/20/16 7:17,0,0,billdahl canon7d canoneos7d copyright2016 unitedstates oregon bendoregonphotography bendoregon bendoregonphotographers httpwwwbilldahlnet canon canonall billdahlphotography billdahlphotographer billdahlnet centraloregonphotographers centraloregon centraloregoncascades centraloregonsunsets photographybybilldahl photobybilldahl photosbybilldahl photographerbilldahl sunset sunsetsincentraloregon sunsetphotography canon70200mmf28llens hdrphotography hdr importedkeywordtags detroit,44.70861,-121.8128,16,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,NA,NA,NA,https://farm8.staticflickr.com/7502/29220282433_ef322ca180_z.jpg,425,640,TheSisters,264,9/20/16,9,http://flickr.com/photos/75462784@N00/29220282433,http://flickr.com/photos/75462784@N00/29220282433,N,N,
-2031134.026,2622952.479,2010,62116569@N06 5651838913,268,554,5651838913,62116569@N06,90fab976ed,5146,6,IMG_3426,1,0,0,1303702761,9/25/10 13:23,0,0,mountains hiking southsister,44.10358,-121.7694,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm6.staticflickr.com/5146/5651838913_a6c9baa778_o.jpg,1200,1600,https://farm6.staticflickr.com/5146/5651838913_90fab976ed_z.jpg,480,640,TheSisters,268,9/25/10,9,http://flickr.com/photos/62116569@N06/5651838913,http://flickr.com/photos/62116569@N06/5651838913,Y,N,
-2016569.568,2688509.804,2011,9319235@N02 8542389024,266,178,8542389024,9319235@N02,94d1df4d29,8230,9,Whitewater Trail - Jefferson Park,1,0,0,1362843094,9/23/11 7:31,0,0,NA,44.70544,-121.814,14,0,JSEexdNQUL9Yv8R8.w,12589715,0,0,0,1,https://farm9.staticflickr.com/8230/8542389024_a2cfa9394c_o.jpg,2112,2816,https://farm9.staticflickr.com/8230/8542389024_94d1df4d29_z.jpg,480,640,TheSisters,266,9/23/11,9,http://flickr.com/photos/9319235@N02/8542389024,http://flickr.com/photos/9319235@N02/8542389024,N,N,
-2028618.23,2607887.229,2012,75500555@N03 6787745745,28,533,6787745745,75500555@N03,731e63523e,7152,8,ZSW_5245,1,0,0,1327905440,1/28/12 12:44,0,0,mtbachelor gatoradefreeflowtour2012,43.97943,-121.6886,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm8.staticflickr.com/7152/6787745745_b85539104c_o.jpg,1024,679,https://farm8.staticflickr.com/7152/6787745745_731e63523e_z.jpg,640,424,TheSisters,28,1/28/12,1,http://flickr.com/photos/75500555@N03/6787745745,http://flickr.com/photos/75500555@N03/6787745745,N,N,
-2016383.439,2688824.388,2014,75462784@N00 15412702087,294,579,15412702087,75462784@N00,9439aeaaa6,3944,4,Autumn 234,1,0,0,1413969319,10/21/14 3:05,0,0,autumn fall oregon centraloregon unitedstates fallcolors detroit autumncolors fallfoliage redmond hdr cityoftrees hdrphotography redmondoregon canoneos7d fallphotography canon7d photographytours photographyguides billdahl autumnphotography billdahlphotography photographybybilldahl bendoregonphotographers photographerbilldahl photosbybilldahl photobybilldahl billdahlphotographer redmondoregonphotographers centraloregonphotographers,44.70861,-121.8128,16,0,JSEexdNQUL9Yv8R8.w,12589715,0,0,0,1,NA,NA,NA,https://farm4.staticflickr.com/3944/15412702087_9439aeaaa6_z.jpg,640,426,TheSisters,294,10/21/14,10,http://flickr.com/photos/75462784@N00/15412702087,http://flickr.com/photos/75462784@N00/15412702087,N,N,
-2016733.691,2687065.526,2014,9319235@N02 15345107290,286,551,15345107290,9319235@N02,d24a4e2c5d,3949,4,Jefferson Park,1,0,0,1413245637,10/13/14 10:07,0,0,NA,44.69255,-121.8111,15,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,https://farm4.staticflickr.com/3949/15345107290_e2b3bf180b_o.jpg,2112,2816,https://farm4.staticflickr.com/3949/15345107290_d24a4e2c5d_z.jpg,480,640,TheSisters,286,10/13/14,10,http://flickr.com/photos/9319235@N02/15345107290,http://flickr.com/photos/9319235@N02/15345107290,Y,N,
-2024719.037,2639994.199,2016,9319235@N02 29965812302,275,533,29965812302,9319235@N02,ca1bb898a1,5077,6,View along the Black Crater Trail,1,0,0,1475462936,10/1/16 8:08,0,0,NA,44.26628,-121.7491,14,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm6.staticflickr.com/5077/29965812302_cc08faf6af_o.jpg,3456,4608,https://farm6.staticflickr.com/5077/29965812302_ca1bb898a1_z.jpg,480,640,TheSisters,275,10/1/16,10,http://flickr.com/photos/9319235@N02/29965812302,http://flickr.com/photos/9319235@N02/29965812302,Y,N,
-2031495.739,2625016.87,2016,141982145@N05 26988568950,147,554,26988568950,141982145@N05,e66cf5e10a,7154,8,NAGAP_80V1_072_TN,1,0,0,1464269798,5/26/16 6:36,0,1,NA,44.12055,-121.7807,16,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm8.staticflickr.com/7154/26988568950_f4dee1f671_o.jpg,1016,1080,https://farm8.staticflickr.com/7154/26988568950_e66cf5e10a_z.jpg,602,640,TheSisters,147,5/26/16,5,http://flickr.com/photos/141982145@N05/26988568950,http://flickr.com/photos/141982145@N05/26988568950,N,N,
-2030858.799,2657369.099,2011,28839196@N00 6470324935,324,174,6470324935,28839196@N00,1e92dc0225,7012,8,Hoodoo Pre-season 11-20-11,1,0,0,1323241895,11/20/11 12:15,0,0,skiing afsdxvrzoomnikkor1685mmf3556ged pnw2011,44.40169,-121.8821,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm8.staticflickr.com/7012/6470324935_137c45d7cd_o.jpg,2772,4928,https://farm8.staticflickr.com/7012/6470324935_1e92dc0225_z.jpg,360,640,TheSisters,324,11/20/11,11,http://flickr.com/photos/28839196@N00/6470324935,http://flickr.com/photos/28839196@N00/6470324935,N,N,
-2029566.482,2649017.701,2010,28839196@N00 4967033112,247,533,4967033112,28839196@N00,1bba4dfd9c,4112,5,Mt. Washington 9-4-10,1,0,0,1283840872,9/4/10 10:49,0,0,iphoto cascadevolcano 58174mm pnw2010,44.33262,-121.8382,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm5.staticflickr.com/4112/4967033112_3e6025e306_o.jpg,2112,2816,https://farm5.staticflickr.com/4112/4967033112_1bba4dfd9c_z.jpg,480,640,TheSisters,247,9/4/10,9,http://flickr.com/photos/28839196@N00/4967033112,http://flickr.com/photos/28839196@N00/4967033112,N,N,
-2024322.886,2609533.101,2014,9319235@N02 15369658402,270,308,15369658402,9319235@N02,39636bbed6,3846,4,Coudy view from the Tumalo Mountain Trail,1,0,0,1411832079,9/27/14 7:12,0,0,NA,44.00393,-121.6423,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm4.staticflickr.com/3846/15369658402_46549f7eb6_o.jpg,2112,2816,https://farm4.staticflickr.com/3846/15369658402_39636bbed6_z.jpg,480,640,TheSisters,270,9/27/14,9,http://flickr.com/photos/9319235@N02/15369658402,http://flickr.com/photos/9319235@N02/15369658402,Y,N,
-2028837.513,2640426.793,2013,63358556@N05 9880626925,217,583,9880626925,63358556@N05,16c9271fdf,3743,4,IMGP2979,1,0,0,1379877999,8/5/13 12:58,0,0,NA,44.26012,-121.8004,16,0,NA,NA,0,0,0,1,https://farm4.staticflickr.com/3743/9880626925_dc2d1044d5_o.jpg,3456,4608,https://farm4.staticflickr.com/3743/9880626925_16c9271fdf_z.jpg,480,640,TheSisters,217,8/5/13,8,http://flickr.com/photos/63358556@N05/9880626925,http://flickr.com/photos/63358556@N05/9880626925,N,N,
-2016569.568,2688509.804,2011,9319235@N02 8541265941,266,178,8541265941,9319235@N02,12afd3ca05,8523,9,Lupine,1,0,0,1362843191,9/23/11 11:05,0,0,lupine,44.70544,-121.814,14,0,JSEexdNQUL9Yv8R8.w,12589715,0,0,0,1,https://farm9.staticflickr.com/8523/8541265941_44ff705769_o.jpg,2112,2816,https://farm9.staticflickr.com/8523/8541265941_12afd3ca05_z.jpg,480,640,TheSisters,266,9/23/11,9,http://flickr.com/photos/9319235@N02/8541265941,http://flickr.com/photos/9319235@N02/8541265941,Y,Y,
-2016698.192,2688490.145,2014,9319235@N02 14910573963,286,178,14910573963,9319235@N02,5b5f96390f,5615,6,Jefferson Park,1,0,0,1413245630,10/13/14 9:42,0,0,NA,44.70496,-121.8155,15,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,https://farm6.staticflickr.com/5615/14910573963_4cb07d114b_o.jpg,2112,2816,https://farm6.staticflickr.com/5615/14910573963_5b5f96390f_z.jpg,480,640,TheSisters,286,10/13/14,10,http://flickr.com/photos/9319235@N02/14910573963,http://flickr.com/photos/9319235@N02/14910573963,Y,N,
-2016383.439,2688824.388,2015,75462784@N00 23368665293,359,579,23368665293,75462784@N00,0c42cafacb,1493,2,Liz & Aaron 2,1,0,0,1451191544,12/25/15 9:31,0,0,christmas oregon unitedstates detroit canoneos7d importedkeywordtags canon7d billdahl billdahlphotography photographybybilldahl photographerbilldahl photosbybilldahl photobybilldahl billdahlphotographer httpwwwbilldahlnet copyright2015,44.70861,-121.8128,16,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,NA,NA,NA,https://farm2.staticflickr.com/1493/23368665293_0c42cafacb_z.jpg,427,640,TheSisters,359,12/25/15,12,http://flickr.com/photos/75462784@N00/23368665293,http://flickr.com/photos/75462784@N00/23368665293,N,N,
-2030845.642,2643896.033,2015,9319235@N02 21550155145,257,177,21550155145,9319235@N02,d6b993b1e6,5802,6,Mt. Washington,1,0,0,1442700107,9/14/15 8:58,0,0,NA,44.28527,-121.8364,14,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm6.staticflickr.com/5802/21550155145_8b247b1530_o.jpg,3456,4608,https://farm6.staticflickr.com/5802/21550155145_d6b993b1e6_z.jpg,480,640,TheSisters,257,9/14/15,9,http://flickr.com/photos/9319235@N02/21550155145,http://flickr.com/photos/9319235@N02/21550155145,Y,N,
-2037667.326,2617283.8,2014,36259387380@N01 14948308237,243,177,14948308237,36259387380@N01,bf2ec0bea0,3860,4,Katrina Camp,1,0,0,1409807740,8/31/14 18:51,0,0,sistersmirrorlake sistersmirrorlakecentraloregoncentraloregoncascadesbackpacking,44.03889,-121.8292,15,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm4.staticflickr.com/3860/14948308237_563b4705b9_o.jpg,1784,2330,https://farm4.staticflickr.com/3860/14948308237_bf2ec0bea0_z.jpg,490,640,TheSisters,243,8/31/14,8,http://flickr.com/photos/36259387380@N01/14948308237,http://flickr.com/photos/36259387380@N01/14948308237,Y,N,
-2028618.23,2607887.229,2012,75500555@N03 6787739551,28,533,6787739551,75500555@N03,820c5c4616,7144,8,ZSW_5224,1,0,0,1327905331,1/28/12 12:36,0,0,mtbachelor gatoradefreeflowtour2012,43.97943,-121.6886,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm8.staticflickr.com/7144/6787739551_7e24f77c45_o.jpg,679,1024,https://farm8.staticflickr.com/7144/6787739551_820c5c4616_z.jpg,424,640,TheSisters,28,1/28/12,1,http://flickr.com/photos/75500555@N03/6787739551,http://flickr.com/photos/75500555@N03/6787739551,N,N,
-2028944.532,2635467.634,2016,83928270@N07 27339410353,179,506,27339410353,83928270@N07,896d848492,7561,8,All Photos-398,1,0,0,1467091535,6/27/16 8:08,0,0,sisters three,44.217,-121.785,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm8.staticflickr.com/7561/27339410353_4e5fbcac06_o.jpg,1875,2500,https://farm8.staticflickr.com/7561/27339410353_896d848492_z.jpg,480,640,TheSisters,179,6/27/16,6,http://flickr.com/photos/83928270@N07/27339410353,http://flickr.com/photos/83928270@N07/27339410353,Y,N,
-2026971.962,2621776.992,2014,9319235@N02 14878594970,239,177,14878594970,9319235@N02,06fd2cda37,5591,6,Golden Lake's inlet creek,1,0,0,1409251424,8/27/14 12:31,0,0,NA,44.10341,-121.7152,15,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm6.staticflickr.com/5591/14878594970_ae45c99556_o.jpg,2112,2816,https://farm6.staticflickr.com/5591/14878594970_06fd2cda37_z.jpg,480,640,TheSisters,239,8/27/14,8,http://flickr.com/photos/9319235@N02/14878594970,http://flickr.com/photos/9319235@N02/14878594970,Y,Y,
-2030289.711,2628728.099,2014,124543547@N02 14968241761,228,554,14968241761,124543547@N02,5419bc0bae,5589,6,IMG_9232,1,0,0,1408469418,8/16/14 19:45,0,0,NA,44.15552,-121.7786,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm6.staticflickr.com/5589/14968241761_0f78f77362_o.jpg,2304,3072,https://farm6.staticflickr.com/5589/14968241761_5419bc0bae_z.jpg,480,640,TheSisters,228,8/16/14,8,http://flickr.com/photos/124543547@N02/14968241761,http://flickr.com/photos/124543547@N02/14968241761,Y,N,
-2031627.424,2613989.946,2009,30487526@N05 3837729689,207,579,3837729689,30487526@N05,6fc5eae078,2618,3,DSCN0872,1,0,0,1250727000,7/26/09 11:55,0,0,NA,44.02495,-121.7453,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm3.staticflickr.com/2618/3837729689_bc27ac81a2_o.jpg,2736,3648,https://farm3.staticflickr.com/2618/3837729689_6fc5eae078_z.jpg,480,640,TheSisters,207,7/26/09,7,http://flickr.com/photos/30487526@N05/3837729689,http://flickr.com/photos/30487526@N05/3837729689,N,N,
-2027628.112,2659253.027,2014,60703488@N00 14903239975,222,581,14903239975,60703488@N00,d0571a7ac7,3835,4,Pacific Crest Trail at Santiam Pass,1,0,0,1407903420,8/10/14 14:00,0,0,travel mountains nature oregon outdoors hiking cascades pacificcresttrail pct 2014 santiampass,44.42577,-121.8493,16,0,qn_.v5pQUL_Jk8jFNw,12589707,0,0,0,1,NA,NA,NA,https://farm4.staticflickr.com/3835/14903239975_d0571a7ac7_z.jpg,426,640,TheSisters,222,8/10/14,8,http://flickr.com/photos/60703488@N00/14903239975,http://flickr.com/photos/60703488@N00/14903239975,Y,Y,
-2016362.527,2689017.379,2014,9319235@N02 15344088319,286,177,15344088319,9319235@N02,de1cc35e97,3931,4,Rock Lake,1,0,0,1413245679,10/13/14 12:17,0,0,NA,44.71033,-121.8132,16,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,https://farm4.staticflickr.com/3931/15344088319_ed872ddb9f_o.jpg,2112,2816,https://farm4.staticflickr.com/3931/15344088319_de1cc35e97_z.jpg,480,640,TheSisters,286,10/13/14,10,http://flickr.com/photos/9319235@N02/15344088319,http://flickr.com/photos/9319235@N02/15344088319,N,N,
-2031788.119,2618364.077,2012,87713294@N08 8992191451,258,177,8992191451,87713294@N08,2cf5274de0,7356,8,Mt Bachelor,1,0,0,1370754731,9/14/12 0:00,0,0,NA,44.06236,-121.7619,16,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm8.staticflickr.com/7356/8992191451_ec924c8040_o.jpg,2448,3264,https://farm8.staticflickr.com/7356/8992191451_2cf5274de0_z.jpg,480,640,TheSisters,258,9/14/12,9,http://flickr.com/photos/87713294@N08/8992191451,http://flickr.com/photos/87713294@N08/8992191451,N,N,
-2027037.353,2613562.519,2014,75462784@N00 14762088234,207,440,14762088234,75462784@N00,f431172b00,2926,3,Night Photography,1,0,0,1406525707,7/26/14 9:45,0,0,nightphotography milkyway mtbachelor toddlake billdahl photographybybilldahl photobybilldahl,44.03226,-121.6885,15,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,NA,NA,NA,https://farm3.staticflickr.com/2926/14762088234_f431172b00_z.jpg,427,640,TheSisters,207,7/26/14,7,http://flickr.com/photos/75462784@N00/14762088234,http://flickr.com/photos/75462784@N00/14762088234,N,N,
-2026369.126,2617857.546,2010,28839196@N00 4600377415,128,551,4600377415,28839196@N00,9d85c6a719,1036,2,Broken Top SW Ridge Ski Decent 4-8-10,1,0,0,1273653037,5/8/10 13:43,0,0,skiing iphoto cascadevolcano pnw2010,44.07098,-121.6948,16,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm2.staticflickr.com/1036/4600377415_457e3f4e43_o.jpg,2050,3644,https://farm2.staticflickr.com/1036/4600377415_9d85c6a719_z.jpg,360,640,TheSisters,128,5/8/10,5,http://flickr.com/photos/28839196@N00/4600377415,http://flickr.com/photos/28839196@N00/4600377415,N,N,
-2023556.318,2673025.588,2012,87591046@N07 8019966143,266,167,8019966143,87591046@N07,a29f0601ca,8299,9,IMG_0850,1,0,0,1348503861,9/22/12 13:22,0,0,mapmyhike:route=139522769,44.55467,-121.8465,16,0,qn_.v5pQUL_Jk8jFNw,12589707,0,0,0,1,https://farm9.staticflickr.com/8299/8019966143_3b1ff76768_o.jpg,1936,2592,https://farm9.staticflickr.com/8299/8019966143_a29f0601ca_z.jpg,478,640,TheSisters,266,9/22/12,9,http://flickr.com/photos/87591046@N07/8019966143,http://flickr.com/photos/87591046@N07/8019966143,Y,N,
-2031309.594,2643980.26,2010,29918818@N00 4877069707,220,533,4877069707,29918818@N00,904e5475c6,4142,5,Mount Washington,1,0,0,1281400314,8/8/10 13:03,0,0,mountain oregon volcano hike cascades mountwashington threefingeredjack obsidians mckenziepass,44.28488,-121.8423,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm5.staticflickr.com/4142/4877069707_822cbe67ef_o.jpg,1536,2048,https://farm5.staticflickr.com/4142/4877069707_904e5475c6_z.jpg,480,640,TheSisters,220,8/8/10,8,http://flickr.com/photos/29918818@N00/4877069707,http://flickr.com/photos/29918818@N00/4877069707,N,N,
-2026457.545,2662711.24,2012,9319235@N02 8542503509,287,178,8542503509,9319235@N02,5b0ec29e6c,8520,9,Forest near Square Lake,1,0,0,1362873707,10/13/12 12:42,0,0,NA,44.45849,-121.8468,14,0,qn_.v5pQUL_Jk8jFNw,12589707,0,0,0,1,https://farm9.staticflickr.com/8520/8542503509_9115632e66_o.jpg,2112,2816,https://farm9.staticflickr.com/8520/8542503509_5b0ec29e6c_z.jpg,480,640,TheSisters,287,10/13/12,10,http://flickr.com/photos/9319235@N02/8542503509,http://flickr.com/photos/9319235@N02/8542503509,Y,N,
-2016383.439,2688824.388,2015,75462784@N00 21547971799,268,579,21547971799,75462784@N00,f7c34cd5b6,5660,6,Reggie 19,1,0,0,1443291544,9/25/15 21:16,0,0,oregon canon labrador unitedstates detroit labs blacklab labradorretriever wyoming dubois blacklabrador duboiswyoming canoneos7d importedkeywordtags canon7d billdahl billdahlphotography photographybybilldahl marlowsflyshop bendoregonphotographers photographerbilldahl photosbybilldahl photobybilldahl billdahlphotographer billdahlnet httpwwwbilldahlnet copyright2015,44.70861,-121.8128,16,0,nWffZiZTUb4mWuFa,2347596,0,0,0,1,NA,NA,NA,https://farm6.staticflickr.com/5660/21547971799_f7c34cd5b6_z.jpg,427,640,TheSisters,268,9/25/15,9,http://flickr.com/photos/75462784@N00/21547971799,http://flickr.com/photos/75462784@N00/21547971799,Y,N,
-2031309.894,2643979.186,2015,35935111@N04 20367495830,219,533,20367495830,35935111@N04,8439064651,5741,6,20150807_0189,1,0,0,1439518386,8/7/15 12:45,0,0,NA,44.28487,-121.8423,16,0,xy2nhNVQUL9m9avFbw,12589713,0,0,0,1,https://farm6.staticflickr.com/5741/20367495830_32694118f0_o.jpg,1200,1920,https://farm6.staticflickr.com/5741/20367495830_8439064651_z.jpg,400,640,TheSisters,219,8/7/15,8,http://flickr.com/photos/35935111@N04/20367495830,http://flickr.com/photos/35935111@N04/20367495830,Y,N,
-2031762.88,2618395.253,2014,9319235@N02 15061207411,237,177,15061207411,9319235@N02,d6393c10f8,5562,6,South Sister,1,0,0,1409243561,8/25/14 8:51,0,0,NA,44.06269,-121.7617,15,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm6.staticflickr.com/5562/15061207411_ed445c3012_o.jpg,2112,2816,https://farm6.staticflickr.com/5562/15061207411_d6393c10f8_z.jpg,480,640,TheSisters,237,8/25/14,8,http://flickr.com/photos/9319235@N02/15061207411,http://flickr.com/photos/9319235@N02/15061207411,Y,N,
-2030749.593,2614523.889,2014,9319235@N02 14878382538,239,275,14878382538,9319235@N02,4b92e3feac,5590,6,Footbridge over Fall Creek,1,0,0,1409251484,8/27/14 23:36,0,0,NA,44.03167,-121.7365,14,0,7TqKMMZQUL.qjjOD4g,12589700,0,0,0,1,https://farm6.staticflickr.com/5590/14878382538_cc68b86b5c_o.jpg,2112,2816,https://farm6.staticflickr.com/5590/14878382538_4b92e3feac_z.jpg,480,640,TheSisters,239,8/27/14,8,http://flickr.com/photos/9319235@N02/14878382538,http://flickr.com/photos/9319235@N02/14878382538,N,N,
